Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
2022-06-03,3.0,1500.0,,Carpet Area,"Almeida Park, Turner Road",|-9 Mumbai,Semi-Furnished,Bachelors/Famil|y:,4.0,Contact Agent,150000
2022-06-16,3.0,950.0,6 out of 7,,Bhakti Park,/-9 Mumbai,Furnished,Bach\el%ors/Family,3.0,,62000
2022-05-18,2.0,750.0,11 out of 21,Carpet Area,"RNA ROYALE PARK, Kandivali West",)-9 Mumbai,Unfurnished,^Bachelor]s,,Contact Agent,42000
2022-05-23,2.0,715.0,5 out of 10,Carpet Area,Bandra West,India-$ Mumbai,Furnished,Bac*h@elors/Family,2.0,Contact Agent,130000
2022-05-14,3.0,1337.0,28 out of 30,Carpet Area,"Oberoi Splendor Grande, Agarkar Chowk",--9 Mumbai,Furnished,Bachel:ors/Fami@ly,3.0,,170000
2022-06-27,3.0 room,737.0,13 out of 15,Carpet Area,"Ekta Parksville, Virar West",$-9 Mumbai,Semi-Furnished,Bach&el;ors,3.0,Contact Agent,20000
2022-05-18,2.0,750.0,6 out of 21,Carpet Area,,[-9 Mumbai,Unfurnished,B*achelor&s,,Contact Agent,41000
,2.0,760.0,4 out of 7,Carpet Area,Prabhadevi,",-9 Mumbai",,B[achelors/F|amily,2.0,Contact Agent,65000
2022-06-17,2.0,750.0,8 out of 16,Carpet Area,,India-@ Mumbai,Semi-Furnished,"Bachelo""rs/Fa{mily",2.0,Contact Agent,50000
2022-07-01,2.0,650.0,,Carpet Area,Breach Candy,India-/ Mumbai,,*Bach.elors,2.0,Contact Agent,85000
2022-05-31,2.0 room,1000.0,4 out of 7,Super Area,Ghatkopar East,India-} Mumbai,Semi-Furnished,Bache?lors/]Family,2.0,Contact Owner,50000
2022-04-28,1.0,570.0,Ground out of 3,Carpet Area,Kurla West,India-: Mumbai,Unfurnished,Bachelors/F*amily>,1.0,,30000
2022-07-04,2.0,900.0,5 out of 19,Carpet Area,"Beach Towers, Prabhadevi",:-9 Mumbai,Semi-Furnished,"F,ami;ly",2.0,Contact Agent,120000
2022-07-09,2.0,760.0,3 out of 11,Carpet Area,"Kolte Patil Jai Vijay, New Airport Colony",|-9 Mumbai,Unfurnished,F=amily},2.0,,60000
2022-07-09,3.0,,17 out of 42,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",India-& Mumbai,Unfurnished,B_achelors/Family:,4.0,Contact Agent,110000
2022-07-04,3.0,1150.0,,,,India-< Mumbai,Unfurnished,Fa?mily{,3.0,Contact Agent,84500
2022-06-20,3.0,1100.0,8 out of 28,Carpet Area,"HDIL Metropolis, 4 Bunglows",!-9 Mumbai,Semi-Furnished,}F\amily,3.0,Contact Agent,80000
2022-05-18,3.0,1000.0,9 out of 15,Carpet Area,"Heena Gaurav Jewels, Gokuldham",India-) Mumbai,,,3.0,Contact Agent,50000
2022-06-13,,720.0,14 out of 22,CARPET AREA,shabri shan,"India-"" Mumbai",Unfurnished,Bache<l:ors,2.0,Contact Agent,40000
2022-07-09,1.0,365.0,18 out of 40,Carpet Area,Malad East,|-9 Mumbai,,)Fam=ily,,Contact Agent,34000
2022-07-09,4.0,2000.0Square Feet,9 out of 17,Carpet Area,Juhu Tara,",-9 Mumbai",Furnished,Bachelo@rs/Fami@ly,4.0,Contact Agent,220000
2022-07-07,,400.0,,Carpet Area,"Mindspace, Mindspace","India-, Mumbai",,B?achelors//Family,1.0,Contact Agent,25000
2022-05-17,3.0,1330.0,12 out of 45,Carpet Area,"Oberoi Esquire, Goregaon East",<-9 Mumbai,Semi-Furnished,B@ac<helors/Family,4.0,Contact Agent,150000
2022-06-04,3.0,850.0,25 out of 35,Carpet Area,"Oberoi Woods, Goregaon East",[-9 Mumbai,Semi-Furnished,{%Family,,Contact Agent,85000
2022-06-25,4.0,2000.0,4 out of 14,Carpet Area,"Vertical Bliss, Bandra West",;-9 Mumbai,Furnished,Bachelors@/Fam[ily,5.0,Contact Agent,180000
2022-05-14,2.0,700.0,2 out of 6,Carpet Area,Sher E Punjab Society,,,Bac?helors@/Family,2.0 Bathrooms,,40000
2022-05-28,2.0,,,,Oshiwara,<-9 Mumbai,Semi-Furnished,"Bac(helo,rs",2.0,Contact Agent,50000
,2.0,650.0,,Carpet Area,"Nirmal Lifestyle, LBS Marg","India-, Mumbai",Furnished,Fa^/mily,2.0,Contact Agent,38000
2022-06-04,,2600.0,Upper Basement out of 20,Carpet Area,Lokhandwala Complex,,Unfurnished,Fa?mi@ly,4.0,Contact Agent,310000
,2.0,680.0,5 out of 14,Carpet Area,Chembur,:-9 Mumbai,Unfurnished,,2.0,Contact Agent,50000
2022-07-06,3.0,,Upper Basement out of 9,Carpet Area,Tilak Nagar - Harbour Line,,Semi-Furnished,B[ac=helors/Family,,,65000
2022-05-18,4.0,1783.0,5 out of 20,Carpet Area,GREEN PARK,India-' Mumbai,Semi-Furnished,B!ache*lors/Family,3.0,Contact Owner,210000
,3.0,1330.0,Upper Basement out of 40,Carpet Area,Lodha Ajuro tower lalbag,,Unfurnished,Bachelors/?Fam*ily,3.0,Contact Agent,150000
2022-06-10,,565.0,1 out of 8,Super Area,"Lake Bloom, Powai",India-# Mumbai,Unfurnished,Bachelors/F)amily^,,Contact Owner,32000
2022-05-26,1.0,450.0,4 out of 8,Carpet Area,,!-9 Mumbai,,Ba[chelors/Family\,,Contact Agent,26000
,2.0,710.0,5 out of 18,Carpet Area,"Bhakti Park, Bhakti Park",India-) Mumbai,Semi-Furnished,,,Contact Agent,60000
2022-07-09,3.0,,34 out of 58,Carpet Area,"Bombay Dyeing Two ICC, Dadar East",India-: Mumbai,Semi-Furnished,Bachelor(s/\Family,4.0,Contact Agent,190000
2022-06-16,3.0,1080.0,,Carpet Area,Santacruz West,,Unfurnished,Bachelors/F!amil>y,,Contact Agent,100000
2022-05-14,2.0,700.0,5 out of 8,Carpet Area,"MUKTA MAHEK, Thakur Complex",India-? Mumbai,Unfurnished,,2.0,Contact Agent,35000
2022-06-17,3.0,890.0,11 out of 19,Carpet Area,"Kanakia Rainforest, Marol",$-9 Mumbai,Unfurnished,Bache;lors$/Family,2.0,Contact Agent,68000
2022-07-08,,1250.0,,,,--9 Mumbai,Semi-Furnished,Bachelors/F|amily),3.0,Contact Agent,150000
2022-06-04,1.0,300.0,4 out of 6,Super Area,Vile Parle West,?-9 Mumbai,,"Bachelors/Fami""'ly",1.0,Contact Owner,18000
2022-07-06,,720.0,5 out of 7,Carpet Area,"Dheeraj Swapna Apartment, Pali Hill",India-# Mumbai,Unfurnished,Bachel]ors/Famil;y,2.0,Contact Agent,55000
2022-07-03,3.0,825.0,20 out of 22,Carpet Area,Lokhandwala Complex,India-% Mumbai,,Fam^ily(,,,65000
2022-06-04,,500.0,1 out of 5,,Vile Parle East,?-9 Mumbai,Furnished,/Bach+elors/Family,2.0,Contact Owner,80000
2022-07-06,2.0,750.0,12 out of 19,Carpet Area,"Lake Florence, Powai",,Semi-Furnished,Bachel(or%s/Family,2.0,Contact Agent,53000
2022-06-17,2.0,750.0,15 out of 18,Carpet Area,Bandra West,India-< Mumbai,Semi-Furnished,,,Contact Agent,80000
,1.0,,3 out of 7,CARPET AREA,"Anita, Lokhandwala Twp",+-9 Mumbai,,Bachelo)rs/Fami:ly,1.0,Contact Agent,18000
2022-06-23,,1545.0,65 out of 78,Carpet Area,"Trump Tower, Worli",;-9 Mumbai,Semi-Furnished,"Fa,mi?ly",5.0,,250000
2022-07-07,1.0,400.0,4 out of 4,Carpet Area,Evershine Nagar,India-/ Mumbai,,Bache[lors/*Family,1.0,Contact Agent,17500
2022-07-09,3.0,750.0,6 out of 16,Carpet Area,Mahavir Nagar,|-9 Mumbai,Unfurnished,{_Family,2.0,,43000
2022-05-26,1.0,,5 out of 8,Carpet Area,"Hiral Greens, Mira Road East",India-^ Mumbai,Unfurnished,Famil&;y,2.0,Contact Agent,13500
2022-05-23,2.0,780.0,17 out of 22,,"Man Opus, Mira Road","India-, Mumbai",Unfurnished,^Fami<ly,2.0,Contact Agent,18000
,2.0,695.0,4 out of 7,Carpet Area,Bandra West,India-\ Mumbai,Semi-Furnished,B]achelor@s/Family,1.0,Contact Agent,75000
2022-07-07,1.0,,6 out of 24,Carpet Area,"Prasanna Vastu Chs, Jankalyan Nagar",\-9 Mumbai,Unfurnished,Bachel_ors/{Family,1.0,Contact Agent,18000
2022-06-08,3.0,1095.0,40 out of 75,Carpet Area,"Lodha The Park, Worli",India-; Mumbai,Semi-Furnished,"Ba""chelors/Famil?y",3.0,Contact Agent,160000
2022-05-31,,475.0,4 out of 4,Carpet Area,Shri Swami Samarth Nagar,India-\ Mumbai,Semi-Furnished,/Family\,,Contact Agent,32000
2022-06-07,2.0,790.0,,Carpet Area,"Vijaya Heritage, Chembur",India-$ Mumbai,Unfurnished,Ba$?chelors/Family,2.0,Contact Agent,55000
2022-07-09,2.0,661.0,19 out of 38,Carpet Area,"Runwal Forests, Kanjurmarg West",India-- Mumbai,Semi-Furnished,Bach%elor}s/Family,2.0,Contact Agent,47000
2022-06-21,2.0,700.0,5 out of 7,Carpet Area,"Evershine Millenium Paradise, Thakur Village, Kandivali East",India-] Mumbai,Semi-Furnished,,2.0,Contact Agent,35000
2022-06-08,1.0,,6 out of 7,Carpet Area,Dahisar East,,,Fami!$ly,1.0,Contact Agent,15000
2022-07-03,2.0,750.0,5 out of 7,,D.N. Nagar,India-{ Mumbai,Unfurnished,Bache&lors/Fam.ily,2.0,Contact Agent,50000
2022-05-25,,950.0,Ground out of 4,Super Area,Dhanukar Wadi,--9 Mumbai,Semi-Furnished,Ba=chelors/F*amily,3.0,Contact Owner,25500
2022-07-04,5.0,1880.0,,Carpet Area,"Runwal Elegante, Andheri West",India-= Mumbai,Furnished,,5.0,Contact Agent,350000
,3.0,1350.0,11 out of 28,Carpet Area,,;-9 Mumbai,Furnished,"Bachelors/Fam""!ily",,Contact Agent,55000
2022-06-04,1.0,330.0,4 out of 6,Super Area,Mazgaon,India-# Mumbai,Semi-Furnished,F&ami.ly,1.0,Contact Owner,25000
2022-06-04,2.0,750.0,8 out of 16,Carpet Area,"Safal Saraswati, Chembur",=-9 Mumbai,Unfurnished,,2.0,,50000
2022-06-12,2.0,925.0,,Carpet Area,"MJ Shah Centrio, Chembur",India-: Mumbai,Furnished,Bachelo<rs/Fa&mily,3.0,Contact Agent,65000
2022-05-14,3.0,,17 out of 24,Carpet Area,"Benzer Tower, Thakur Complex",[-9 Mumbai,Semi-Furnished,|Fam@ily,,Contact Agent,50000
,3.0,1105.0,15 out of 19,Carpet Area,"Hillcrest, Chakala MIDC",India-> Mumbai,Unfurnished,,,Contact Agent,65000
2022-05-18,3.0,1050.0,9 out of 10,Carpet Area,Khar,"India-"" Mumbai",Furnished,,3.0,Contact Agent,160000
2022-06-27,1.0,410.0,4 out of 8,Carpet Area,Friends Colony,>-9 Mumbai,Semi-Furnished,Ba_chelors@,,Contact Agent,25000
2022-06-30,,460.0,7 out of 12,Carpet Area,Chembur,"""-9 Mumbai",Unfurnished,Bachelor[s/F\amily,2.0,Contact Agent,32000
2022-05-22,1.0,600.0,2 out of 2,,Reay road east,}-9 Mumbai,Semi-Furnished,Bachelors/F*a=mily,1.0,Contact Owner,21000
2022-06-05,,570.0,6 out of 7,Super Area,"Leo Ratnakar, Mahavir Nagar",India-; Mumbai,Furnished,Bac%helors/Family_,2.0,Contact Owner,20000
2022-07-05,2.0,720.0,8 out of 20,Carpet Area,Chembur East,]-9 Mumbai,Furnished,"Bachelor""s/F>amily",,,55000
2022-05-11,1.0,500.0,4 out of 4,,Chirag Nagar,\-9 Mumbai,,,2.0,Contact Owner,32000
2022-05-18,4.0,1460.0,11 out of 13,Carpet Area,"Insignia, Bandra East","India-, Mumbai",Semi-Furnished,"Bachelo=rs/Famil""y",,Contact Agent,150000
2022-06-08,1.0,415.0,5 out of 8,,"Ekta Meadows, Borivali East",*-9 Mumbai,,Bac.h_elors,2.0,Contact Agent,30000
2022-06-01,3.0,,6 out of 12,Carpet Area,Bandra West,$-9 Mumbai,Semi-Furnished,Ba@chelors/=Family,3.0,,150000
2022-06-16,1.0,,,,Mumbai Central,?-9 Mumbai,,Bache/lors/F;amily,1.0,Contact Agent,27000
2022-07-09,2.0,,7 out of 8,Carpet Area,Gokuldham,India-> Mumbai,Semi-Furnished,B@achel=ors/Family,2.0,Contact Agent,47000
2022-05-17,4.0,1755.0,9 out of 19,,,[-9 Mumbai,Unfurnished,F!a=mily,4.0,Contact Agent,150000
2022-05-14,1.0,,4 out of 7,Carpet Area,Borivali West,India-' Mumbai,Furnished,Fam@;ily,2.0,,27000
2022-07-09,3.0,1300.0,37 out of 51,Carpet Area,"Lodha Primero, Mahalakshmi",*-9 Mumbai,Semi-Furnished,Bachelo@rs/Fam*ily,4.0,Contact Agent,160000
2022-06-20,2.0,1200.0,6 out of 11,Super Area,Mount Mary,India-% Mumbai,Furnished,Bachelo^rs/Fami[ly,2.0,Contact Agent,100000
2022-07-06,2.0,600.0,9 out of 17,Carpet Area,,(-9 Mumbai,,-Bachelors/Fam^ily,2.0,Contact Agent,45002
2022-07-06,2.0,700.0,8 out of 15,Carpet Area,,;-9 Mumbai,Semi-Furnished,Ba?che?lors/Family,2.0,Contact Agent,48000
2022-06-16,1.0,,11 out of 20,Carpet Area,"Garden View Apartment, Aarey Milk Colony",'-9 Mumbai,Unfurnished,Bachelors/[Fa|mily,1.0,Contact Agent,18000
2022-05-18,1.0,500.0,,Carpet Area,Suram Park Society,,Semi-Furnished,"B,ac^helors",1.0,Contact Owner,7500
2022-06-13,2.0,850.0,10 out of 23,Carpet Area,Film City,_-9 Mumbai,Semi-Furnished,B]a@chelors/Family,2.0,Contact Agent,50000
2022-07-09,3.0,,Upper Basement out of 10,Carpet Area,Chikuwadi,,,,2.0,Contact Agent,55000
2022-07-07,1.0,,4 out of 7,Carpet Area,"Dheeraj Kiran CHS Walad West, Sunder Nagar",India-> Mumbai,Unfurnished,'Bachelors/)Family,1.0,Contact Agent,26000
,2.0,600.0,,Carpet Area,"DB Ozone, Mira Road",_-9 Mumbai,Unfurnished,+Bachel(ors,2.0,Contact Owner,17000
2022-05-14,2.0,750.0,5 out of 8,Carpet Area,"Vasant Marvel, Magathane",India-$ Mumbai,Semi-Furnished,"F;ami""ly",2.0,Contact Agent,40000
2022-06-27,2.0,628.0,4 out of 11,CARPET AREA,Andheri East,India-: Mumbai,Unfurnished,B.achelors=/Family,2.0,Contact Agent,43000
2022-07-09,3.0,1330.0,17 out of 43,Carpet Area,"Lodha Altia, Wadala East",&-9 Mumbai,,B]achelo{rs,4.0,Contact Agent,140000
2022-07-06,3.0,1064.0,7 out of 22,Carpet Area,"Rustomjee Seasons, Bandra East",India-@ Mumbai,Unfurnished,"Bach/e,lors/Family",3.0,Contact Agent,140000
2022-05-23,3.0,1200.0,14 out of 18,Carpet Area,"Stellar Tower, Lokhandwala Complex",India-= Mumbai,Furnished,,3.0 Bathrooms,Contact Agent,120000
2022-05-28,4.0,2200.0,6 out of 10,,Juhu,@-9 Mumbai,Furnished,Bachelor#s{/Family,4.0,Contact Agent,400000
,,630.0,8 out of 12,,Beverly Park,India-| Mumbai,Semi-Furnished,Fam%il:y,,Contact Agent,21000
2022-06-30,2.0,,3 out of 7,Carpet Area,Sindhi Society Chembur,",-9 Mumbai",Unfurnished,|B(achelors/Family,2.0,Contact Agent,40000
2022-05-31,2.0,845.0,7 out of 8,Super Area,Vikhroli West,India-( Mumbai,Furnished,Bachel.ors/$Family,2.0,Contact Owner,40000
2022-07-09,,1915.0,3 out of 18,Super Area,"Ashok tower, Parel",|-9 Mumbai,Semi-Furnished,Bache!lo(rs/Family,3.0,Contact Agent,230000
,2.0,900.0,7 out of 7,Super Area,Mira Road,@-9 Mumbai,Semi-Furnished,Bach?elo-rs/Family,2.0,Contact Owner,20000
2022-05-18,2.0,807.0,14 out of 58,,"Auris Serenity, Malad West",_-9 Mumbai,Unfurnished,Bach_elors-,2.0,,60000
2022-05-27,2.0,1100.0Square Feet,,Super Area,Mulund East,(-9 Mumbai,Semi-Furnished,Bachelor]s/Fami|ly,2.0,Contact Owner,35000
2022-06-08,3.0,,18 out of 23,Super Area,"Chaitanya Towers, Prabhadevi","India-, Mumbai",Semi-Furnished,,5.0,,300000
2022-05-25,,,3 out of 7,Super Area,"Deep Heights, Nalasopara",India-] Mumbai,,Bachelo)r^s/Family,2.0,Contact Owner,6500
,1.0,380.0,19 out of 19,Carpet Area,sra,India-. Mumbai,Unfurnished,,,Contact Owner,15000
2022-07-07,2.0,650.0,4 out of 10,Carpet Area,"Ahimsa Marg, Mindspace",|-9 Mumbai,Unfurnished,"F(a,mily",2.0,Contact Agent,38000
2022-05-27,2.0,800.0,9 out of 20,Carpet Area,Borivali East,"""-9 Mumbai",Semi-Furnished,.Fam;ily,2.0,Contact Agent,35000
2022-05-10,2.0,830.0,13 out of 14,Super Area,Bhandup West,,Semi-Furnished,Bachelors/&F)amily,,Contact Owner,32000
2022-05-29,1.0,410.0,,Carpet Area,,,Unfurnished,B<ache-lors,1.0 Bathrooms,Contact Owner,16000
2022-06-01,1.0,428.0,,Carpet Area,"Crescent Solitaire, Sakinaka Junction",,,Bachelors/F|am/ily,2.0,Contact Agent,33000
,1.0,550.0,3 out of 5,Super Area,Thane-Kalyan-Dombivli,India-^ Mumbai,Semi-Furnished,Bache!lors/Family|,1.0,Contact Owner,8500
2022-06-17,2.0,630.0,11 out of 22,Carpet Area,Central Area,India-] Mumbai,,Bach.elor*s,2.0,Contact Agent,60000
2022-06-27,1.0,,5 out of 7,Super Area,Rock garden Chs,)-9 Mumbai,Unfurnished,Bac%helors?,2.0,Contact Owner,20000
2022-05-28,1.0,450.0,4 out of 8,,"Juveria Apartment, Mazgaon",India-? Mumbai,Unfurnished,Bachelor)s/Fa_mily,2.0,Contact Agent,38000
2022-06-04,2.0,,Upper Basement out of 30,Carpet Area,"Lodha NCP Commercial , Wadala",India-[ Mumbai,Unfurnished,Bachelors/Fa]mily:,,Contact Agent,100000
2022-06-25,2.0,800.0,12 out of 14,Carpet Area,"Kabra Centroid, Santacruz East",India-: Mumbai,Semi-Furnished,"Bac""helors/Fam>ily",2.0,Contact Agent,65000
2022-07-01,,,,,"HDIL Metropolis, Andheri West",India-_ Mumbai,Furnished,Fa'^mily,3.0,Contact Agent,80000
2022-07-06,2.0,850.0,1 out of 8,,Bandra West,|-9 Mumbai,,|Bachel-ors,2.0,Contact Agent,85000
,4.0,2500.0,12 out of 13,,"Mount Marry, Bandra West",India-{ Mumbai,Semi-Furnished,,4.0,Contact Agent,600000
2022-06-23,3.0,2000.0,6 out of 7,Carpet Area,"Saraswati Sadan, Parel",%-9 Mumbai,Furnished,,3.0,,150000
2022-07-06,3.0,1330.0,,Carpet Area,"Oberoi Esquire, Goregaon East",India-; Mumbai,Semi-Furnished,Bachelo;rs/Fa@mily,,Contact Agent,130000
2022-06-10,3.0,950.0,2 out of 12,Carpet Area,,{-9 Mumbai,Unfurnished,$Bachelor$s/Family,3.0,Contact Agent,55000
2022-06-16,,435.0,9 out of 22,,,India-) Mumbai,Semi-Furnished,"Bache(lor,s",2.0,,23000
2022-06-04,3.0,,8 out of 16,CARPET AREA,"Bharat Ark, Andheri West",^-9 Mumbai,Semi-Furnished,Bache(;lors,4.0,Contact Agent,95000
2022-04-29,2.0,650.0,,,,{-9 Mumbai,Unfurnished,Ba^c(helors/Family,2.0,Contact Owner,40000
2022-07-06,3.0,1550.0,,,Lower Parel,/-9 Mumbai,Semi-Furnished,Bache[lors/Fa?mily,3.0,,180000
2022-07-04,1.0,,,Carpet Area,Irla,,Semi-Furnished,Bac.helors/Famil<y,1.0,Contact Agent,25000
,4.0,,7 out of 14,,Central Avenue Road,India-] Mumbai,Unfurnished,Bachel(ors/Fam{ily,4.0,Contact Agent,140000
2022-06-01,2.0,860.0,9 out of 20,Carpet Area,,>-9 Mumbai,Semi-Furnished,"Fam,+ily",2.0,Contact Agent,55000
2022-06-14,2.0,680.0,4 out of 7,CARPET AREA,,,Semi-Furnished,"Bac'helors""/Family",2.0,Contact Agent,46000
2022-07-04,1.0,433.0,2 out of 7,Carpet Area,"Highway Park Apartment, Kandivali East",India-- Mumbai,Unfurnished,Bach&^elors,2.0,Contact Agent,22000
2022-06-27,2.0,,10 out of 22,Carpet Area,,India-] Mumbai,Semi-Furnished,Ba#c(helors/Family,2.0,Contact Agent,55100
2022-07-06,2.0,700.0,,Carpet Area,,"India-"" Mumbai",,Bachelor_s;,2.0,Contact Agent,65000
2022-05-26,,550.0,Ground out of 4,Carpet Area,"Supreme Divine Light CHS, Chakala",@-9 Mumbai,,Bachel[ors/Fam\ily,1.0,Contact Agent,33000
2022-06-25,4.0,,10 out of 12,Carpet Area,Bandra West,India-- Mumbai,,Bachelor/s/Fa$mily,5.0,Contact Agent,320000
2022-05-10,1.0,,Ground out of 5,Super Area,Andheri West,,Unfurnished,Ba*chel&ors/Family,1.0,Contact Owner,33000
2022-05-10,1.0,490.0,7 out of 8,,Bhandup East,India-< Mumbai,,"""Bachel[ors/Family",1.0,Contact Owner,25000
2022-07-09,3.0,1225.0,5 out of 13,Carpet Area,"Mount Marry, Mount Mary",,Furnished,"B,ac_helors/Family",3.0,Contact Agent,300000
2022-06-28,,1286.0,7 out of 21,Carpet Area,,,Unfurnished,Bachelor#s/Fam>ily,5.0,Contact Agent,100000
2022-05-14,1.0,,5 out of 7,,Collector Colony,^-9 Mumbai,,/Bac]helors/Family,2.0,Contact Agent,33000
2022-07-06,,550.0,7 out of 7,,90 ft road,India-. Mumbai,Semi-Furnished,Bachel]o)rs,2.0,Contact Agent,35000
,3.0,,14 out of 21,,Mumbai Central,India-) Mumbai,,Fa_m.ily,3.0,,130000
2022-07-09,3.0,950.0,17 out of 25,,Byculla West,India-{ Mumbai,Unfurnished,Ba%che]lors/Family,3.0,Contact Agent,80000
2022-06-04,1.0,,9 out of 14,Carpet Area,"Nicon Infinity, Vasai East",$-9 Mumbai,Semi-Furnished,/Bachel!ors,2.0,Contact Owner,10000
2022-06-03,3.0,1000.0,6 out of 7,Carpet Area,"Rustomjee Central Park, Chakala",\-9 Mumbai,Furnished,Bac^helo:rs/Family,,Contact Agent,92500
2022-07-07,2.0,710.0,15 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",India-- Mumbai,Semi-Furnished,"Bac,helors/Family;",2.0,,57000
2022-07-06,3.0,,,,Bandra West,India-} Mumbai,Semi-Furnished,Bach[elors/Fami]ly,3.0,,170000
2022-05-13,1.0,433.0,8 out of 20,Carpet Area,"Altavista, Sion Trombay Road",'-9 Mumbai,Semi-Furnished,B]achelors/Fam>ily,2.0,Contact Agent,29999
2022-05-14,,650.0,8 out of 15,Carpet Area,Kings Circle,India-< Mumbai,Furnished,Bac@helo/rs,2.0,Contact Agent,42000
,3.0,1650.0,8 out of 27,Carpet Area,buena vista,India-@ Mumbai,Furnished,)Bachelors/,4.0,Contact Agent,330000
2022-04-29,2.0,600.0,1 out of 5,Super Area,Mulund West,India-: Mumbai,Semi-Furnished,,1.0,Contact Owner,24000
2022-05-05,2.0,850.0,3 out of 6,Super Area,Malad West,India-. Mumbai,Semi-Furnished,,2.0,Contact Owner,35000
,1.0,305.0,6 out of 24,Carpet Area,Kandivali West,India-+ Mumbai,Unfurnished,^Bac*helors,1.0,Contact Agent,14000
2022-06-12,,490.0,2 out of 3,Carpet Area,Gandhi Market,India-( Mumbai,Furnished,Bachelo-rs^/Family,2.0,Contact Agent,45000
,2.0,690.0,4 out of 8,,Mulund West,]-9 Mumbai,,Bachelo!*rs,2.0,,36000
2022-05-31,2.0,635.0,17 out of 20,,"Nahar Jonquille and Jamaica, Chandivali",India-@ Mumbai,Unfurnished,Bac/helors/F}amily,2.0,Contact Agent,53500
,3.0,,18 out of 22,Carpet Area,,India-& Mumbai,Furnished,Bache=l/ors/Family,2.0,Contact Agent,80000
2022-06-27,1.0,250.0,,Super Area,Chinmay Gaurang Infrastructure Old Panvel,"India-, Mumbai",Unfurnished,<Bachelors//Family,1.0,Contact Owner,7500
2022-06-23,3.0,,9 out of 30,Carpet Area,Worli Sea Face,India-& Mumbai,Furnished,Bache&lor]s/Family,3.0,Contact Agent,140000
2022-06-23,2.0,750.0,2 out of 7,Carpet Area,"Queens Palace, Bandra West",:-9 Mumbai,Unfurnished,:%Bachelors,2.0,Contact Agent,95000
2022-06-06,3.0,,3 out of 8,Carpet Area,Khar West,?-9 Mumbai,Furnished,Bach\elo^rs/Family,3.0,Contact Agent,130000
2022-06-01,2.0,700.0,4 out of 7,Carpet Area,"Bindra Complex , Andheri East",India-+ Mumbai,,|Bachelors/_Family,2.0,Contact Agent,45000
2022-06-23,2.0,1150.0,,Carpet Area,"Ivory Tower, Prabhadevi",India-{ Mumbai,Unfurnished,Bachel\ors/Fa+mily,2.0,Contact Agent,110000
2022-06-28,3.0,,17 out of 27,Carpet Area,Parmanand Wadi,India-] Mumbai,Unfurnished,Bachel}ors[/Family,3.0,Contact Agent,120000
2022-06-23,1.0,500.0,9 out of 10,Carpet Area,"Vaibhav Apartments, Dadar West",India-< Mumbai,Furnished,Bachelor$s/Fami/ly,1.0,Contact Agent,60000
2022-06-26,3.0,1400.0,10 out of 32,Super Area,"Avarsekar Heights, Worli",--9 Mumbai,Unfurnished,Bachelors/Fami>l;y,,Contact Agent,120000
2022-06-30,1.0,,4 out of 12,Carpet Area,Parel,'-9 Mumbai,Unfurnished,Bach<elors/Fami#ly,1.0,Contact Agent,40000
2022-06-04,2.0 room,935.0,2 out of 6,Super Area,Andheri West,,,Bachelor\s/Fam(ily,2.0,,50000
,2.0,535.0,,,,"India-, Mumbai",Unfurnished,$)Bachelors/Family,2.0,Contact Agent,36000
2022-06-10,,1250.0,,Carpet Area,Bandra West,,Semi-Furnished,,3.0,Contact Agent,150000
2022-06-12,4.0,3700.0,5 out of 20,Carpet Area,"Lake Superior, Powai",India-! Mumbai,Furnished,Bache_lors/Famil(y,4.0,,230000
2022-06-28,1.0,350.0,10 out of 24,,Lower Parel,\-9 Mumbai,,Ba|chelo;rs,2.0,Contact Agent,25000
2022-05-27,3.0,1350.0,65 out of 76,Carpet Area,"Lodha Marquise, Worli",India-! Mumbai,Semi-Furnished,Fa<mi}ly,4.0,Contact Agent,190000
2022-04-27,3.0,,5 out of 20,,"Lovedale Residences, Malad West","India-, Mumbai",Semi-Furnished,"B{achelors/Family,",3.0,Contact Owner,61000
2022-06-27,3.0,1100.0,7 out of 10,Carpet Area,"Kohinoor City Phase II, Holly Cross Church Chowk",,Furnished,,3.0,Contact Agent,70000
2022-06-16,3.0,950.0,5 out of 7,CARPET AREA,Mulund East,!-9 Mumbai,Unfurnished,Bachelors/Fam_il}y,3.0,Contact Agent,42000
,1.0,400.0,1 out of 7,CARPET AREA,Govandi Station Road,India-> Mumbai,Unfurnished,Bac)helors/F_amily,1.0,Contact Agent,27000
,2.0,700.0,3 out of 4,Carpet Area,Irla,India-> Mumbai,Furnished,]/Bachelors,2.0,Contact Agent,60000
2022-05-23,3.0,850.0,3 out of 4,,,,Furnished,^Bachelors/Famil=y,2.0,Contact Owner,85000
2022-06-30,,900.0,7 out of 9,Carpet Area,,India-> Mumbai,,Bachelors/Fami;(ly,2.0,Contact Agent,75000
2022-05-14,3.0,1208.0,5 out of 14,Carpet Area,Khar West,India-$ Mumbai,Unfurnished,Bach_el(ors,3.0,Contact Agent,200000
,3.0,1150.0,8 out of 12,Carpet Area,Bandra West,India-] Mumbai,Semi-Furnished,B_ac_helors/Family,3.0 Bathrooms,Contact Agent,170000
